cik,name,sic,st
1065959,"FCB/SC CAPITAL TRUST I",6022,SC
1065986,"FIRST SIERRA RECEIVABLES III INC",6189,TX
1066018,"EQCC HOME EQUITY LOAN TRUST 1998-2",6189,FL
1066023,"WU TOM",6282,CA
1066024,"LIM DENNIS",6282,CA
1066025,"INDYMAC MANUFACTURED HOUSING CON PASS THR CERT SERIES 1998-2",6799,CA
1066059,"VIPC COMMUNICATIONS INC",6770,V8
1066093,"WFS FINANCIAL 1998-C OWNER TRUST",6189,CA
1066112,"GREENPOINT CREDIT LLC",6189,CA
1066170,"MASSACHUSETTS FINCORP INC",6036,MA
1066247,"REGENCY CENTERS LP",6500,FL
1066248,"RRC FL FIVE INC",6500,FL
1066250,"RRC ACQUISITIONS INC",6500,FL
1066252,"REGENCY OFFICE PARTNERSHIP L P",6500,FL
1066253,"RRC OPERATING PARTNERSHIP OF GEORGIA L P",6500,FL
1066254,"ECB BANCORP INC",6022,NC
1066281,"DURAVEST INC",6770,IL
1066474,"HSBC AUTO RECEIVABLES CORP",6189,IL
1066477,"HOUSEHOLD AUTOMOBILE REVOLVING TRUST I",6189,IL
1066575,"NEWCASTLE INVESTMENT HOLDINGS CORP",6500,NY
1066626,"STATE OF FRANKLIN BANCSHARES INC",6022,TN
1066643,"BLOCK MORTGAGE FINANCE INC ASSET BACKED CERT SERIES 1998 2",6189,IL
1066654,"OFFITBANK HOLDINGS INC",6199,NY
1066656,"MANAGED FUTURES PREMIER GRAHAM L.P.",6221,NY
1066657,"MORGAN STANLEY CHARTER WELTON LP",6221,NY
1066658,"MORGAN STANLEY SMITH BARNEY CHARTER WNT L.P.",6221,NY
1066808,"ADMIRALTY BANCORP INC",6022,FL
1066819,"HOME EQUITY LOAN ASSET BACKED CERTIFICATES SERIES 1998-1",6189,IL
1066821,"X RAMP COM INC",6770,NY
1066836,"BA MORTGAGE SECURITIES INC MORT PS THR CERT SER 1998-4",6189,CA
1066903,"COMED FUNDING LLC",6189,IL
1066928,"METHOD PRODUCTS CORP /DE",6770,FL
1066951,"STRICKLAND LAWRENCE",6021,NY
1067051,"RECEIPTS ON CORPORATE SECURITIES TRUST SERIES NSC 1998-1",6189,NY
1067052,"RECEIPTS ON CORPORATE SECURITIES TRUST SERIES BLS 1998-1",6189,NY
1067059,"SALOMON BROS MORT SEC VII INC AST BK CERT SERIES 1998-OPT1",6189,NY
1067063,"MACK CALI REALTY L P",6798,NJ
1067077,"FIRST NATIONAL BANCSHARES INC/ FL/",6021,FL
1067092,"BANK ONE CORP",6021,IL
1067156,"MORTGAGE PASS THROUGH CERTIFICATES SERIES 1998-14",6189,CA
1067173,"SPG REALTY CONSULTANTS INC",6798,IN
1067206,"UNITED FINANCIAL HOLDINGS INC",6022,FL
1067215,"STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SERIES 1998-8",6189,MD
1067260,"COMMERCIAL MORTGAGE PASS THROUGH CERTIFICATES SERIES 1998 C1",6189,IL
1067311,"RESIDENTIAL ASSET SECURITIZATION TRUST 1998-A9",6189,CA
1067315,"RIVERWAY HOLDINGS INC",6021,TX
1067325,"DLJ MORTGAGE ACCEPTANCE CORP MOR PA THR CERT SER 1998-3",6189,NY
1067326,"MORTGAGE PASS THR CERTS SER 1998-1",6189,NY
1067418,"SUNRISE EXPRESS",6770,NV
1067419,"MISSION WEST PROPERTIES INC",6798,CA
1067451,"CREDIT SUISSE FIRST BOSTON MORT PASS THROUGH CERT SER 1998 1",6799,NY
1067453,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998- 15 TRUST",6189,MD
1067454,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-16 TRUST",6189,MD
1067462,"INSIGNIA FINANCIAL GROUP INC /DE/",6552,NY
1067464,"EFG FUNDING CORP",6189,MA
1067488,"AMRESCO RESIDENTIAL SECS CORP MORT LOAN TRUST 1998-3",6282,TX
1067489,"LAMAR CAPITAL CORP",6022,MS
1067599,"COMMUNITY BANKSHARES OF MARYLAND INC",6022,MD
1067649,"CIT HOME EQUITY LOAN TRUST 1998-1",6189,NJ
1067723,"ABN AMRO CAPITAL FUNDING TRUST I",6099,DE
1067766,"INTERNATIONAL MENU SOLUTIONS CORP",6770,A6
1067892,"FAS GROUP INC",6799,CA
1067981,"Far East Ventures Trading CO",6770,NV
1067983,"BERKSHIRE HATHAWAY INC",6331,NE
1067986,"IMPAC CMB TRUST 1998-C1",6162,CA
1068022,"SAXON ASSET SECURITIES TRUST 1998-2",6189,VA
1068052,"EPIC RESORTS LLC",6531,PA
1068105,"SOUTH BEACH CONCEPTS INC /FL/",6770,FL
1068124,"Company Name",6189,CT
1068132,"VESTIN GROUP INC",6162,NV
1068144,"NEUBERGER BERMAN INC",6282,NY
1068145,"MPEG SUPER SITE",6770,CA
1068146,"ROYAL BELLE CAPITAL CORP",6770,CO
1068179,"NORTHERN STAR FINANCIAL INC",6022,MN
1068199,"COMPUCREDIT CORP",6141,GA
1068237,"GLOBAL DIVERSIFIED FUTURES FUND L.P.",6221,NY
1068300,"MetroCorp Bancshares, Inc.",6022,TX
1068309,"IMH ASSETS CORP IMPAC CMB TRUST 1998 C1 COL MOR BOND 1998 C1",6162,CA
1068366,"CLARKSTON FINANCIAL CORP",6021,MI
1068370,"WINTRUST CAPITAL TRUST I",6022,IL
1068397,"INTEGRITY SOFTWARE INC",6770,L2
1068508,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-17 TRUST",6189,MD
1068511,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-18 TRUST",6189,MD
1068514,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-19 TRUST",6189,MD
1068667,"CREDIT CONCEPTS INC",6141,OR
1068700,"UNION PLANTERS BANK NATIONAL ASSOCIATION",6021,TN
1068725,"COMMUNITY SAVINGS BANKSHARES INC /DE/",6035,FL
1068736,"BURNETT TIMOTHY B",6022,NC
1068737,"ABERCROMBIE W L JR",6022,SC
1068738,"JOYNER C DAN",6022,TN
1068739,"MCELVEEN HUNTER BONNIE",6022,NC
1068741,"PILYPEC LEO P",6022,NC
1068742,"PARKER W HAROLD JR",6022,NC
1068744,"EDWARDS J SCOTT",6022,TN
1068747,"BRAME JAMES B JR",6022,NC
1068748,"ROESSLER ERNEST C",6022,NC
1068749,"MCKAY HAMILTON W JR",6022,NC
1068750,"WILLIAMSON JAMES L",6022,NC
1068751,"TATE H ALLEN JR",6022,NC
1068752,"MUNSON ERIC B",6022,NC
1068753,"STEGALL JIMMY K",6022,NC
1068755,"HOLMES EDWARD S",6022,NC
1068757,"BEALL J HARPER III",6022,NC
1068784,"RIDGEWOOD FINANCIAL INC",6036,NJ
1068803,"PARAGON AUTO RECEIVABLES CORP",6189,CA
1068843,"ANFI INC",6361,CA
1068851,"PROSPERITY BANCSHARES INC",6022,TX
1068901,"MICHIGAN COMMUNITY BANCORP LTD",6022,MI
1068910,"RICHLAND COUNTY BANCSHARES INC",6022,WI
1068912,"FIRST PLACE FINANCIAL CORP /DE/",6035,OH
1068931,"REVOLVING HOME EQUITY LOAN ASSET-BACKED CERT SERIES 1998-C",6189,CA
1068932,"RECEIPTS ON CORPORATE SECURITIES TRUST SERIES BNSF 1998-1",6189,NY
1068968,"MERRILL LYNCH MORT INVEST INC MOR LN PA THRU CERTS SR 1998-1",6189,NY
1068980,"VANDERBILT MORT & FIN INC MFR HSG SR SUB PA TH CE SR 1998C",6189,TN
1069080,"CWMBS INC MORT PASS THR CERT SER 1998-15",6189,CA
1069109,"CWMBS INC MORT PASS THRO CERT SER 1998-2",6189,CA
1069153,"CWMBS INC MORT PASS THR CERT SER 1998-16",6189,CA
1069157,"EAST WEST BANCORP INC",6022,CA
1069159,"CONTIMORTGAGE HOME EQUITY TRUST 1998-3",6189,NY
1069199,"LIBERTY CENTRE BANCORP INC",6035,PA
1069229,"CWMBS INC RESIDENTIAL ASSET SECURITIZATION TRUST 1998-A11",6189,CA
1069239,"CWMBS INC SERIES 1998-A10",6189,CA
1069402,"BELAIR ENTERPRISES INC",6770,NY
1069447,"WELSH RAYMOND H",6512,GA
1069493,"RINGS TO DINE FOR INC",6770,R6
1069523,"HYLAND DENNIS M",6331,PA
1069545,"RFS BANCORP INC",6035,MA
1069546,"MERRY LAND PROPERTIES INC",6798,GA
1069600,"MMCA AUTO OWNER TRUST 1998-1",6189,CA
1069626,"INTERSTATE BUSINESS CORP",6552,MD
1069628,"KELLY EDWIN L",6552,MD
1069631,"ARRIVI FRANCISCO",6552,MD
1069633,"WILSON SECURITIES CORP",6552,MD
1069636,"WILSON THOMAS B",6552,MD
1069642,"CRUZ EDUARDO",6552,MD
1069644,"HEDRICK CYNTHIA L",6552,MD
1069645,"BLAKEMAN DONALD G",6552,MD
1069669,"VIRGINIA CAPITAL BANCSHARES INC",6035,VA
1069784,"ILLINOIS POWER SECURITIZATION LIMITED LIABILITY CO",6189,IL
1069822,"MONY GROUP INC",6311,NY
1069855,"PATAPSCO VALLEY BANCSHARES INC",6022,MD
1069880,"SECURITY OF PENNSYLVANIA FINANCIAL CORP",6035,PA
1069996,"FEDERATED NATIONAL HOLDING CO",6331,FL
1070016,"PORTFOLIO BOOST II LP",6221,IL
1070017,"PORTFOLIO BOOST III LP",6221,IL
1070050,"AppTech Corp.",6199,CA
1070154,"STERLING BANCORP",6021,NY
1070168,"ADVANTA MORTGAGE LOAN TRUST 1998-3",6189,CA
1070190,"ONEIDA FINANCIAL CORP",6036,NY
1070234,"WILSHIRE FUNDING CORP MORT BACKED CERT SERIES 1996-3",6189,CA
1070236,"WILSHIRE FUNDING CORP MORT BACKED CERT SERIES 1997-1",6189,NY
1070238,"WILSHIRE FUNDING CORP MORT BACKED CERT SERIES 1998-2",6189,NY
1070243,"PEOPLES BANKCORP INC",6035,NY
1070259,"LINCOLN BANCORP /IN/",6035,IN
1070295,"CAPITOL CITY BANCSHARES INC",6022,GA
1070296,"FIRST CAPITAL INC",6035,IN
1070304,"ORIX CORP",6159,M0
1070321,"COHOES BANCORP INC",6036,NY
1070333,"ISM HOLDING CORP",6770,IN
1070339,"OMI TRUST 1998-C",6189,PA
1070352,"UACSC 1998-C AUTO TRUST",6189,FL
1070370,"COUNTRYWIDE HOME EQUITY LOAN TRUST 1998-C",6189,IL
1070371,"FETCHOMATIC GLOBAL INTERNET INC",6512,A1
1070389,"MORGAN STANLEY CAP I INC COMM MORT PASS THR CER SER 1998 XL2",6189,MD
1070390,"WFS FINANCIAL 1999-A OWNER TRUST",6189,DE
1070391,"WFS FINANCIAL 1999-B OWNER TRUST",6189,DE
1070495,"BELCREST CAPITAL FUND LLC",6200,MA
1070517,"LONG ISLAND FINANCIAL CORP",6022,NY
1070523,"COMMUNITY SHORES BANK CORP",6022,MI
1070524,"GREENE COUNTY BANCORP INC",6036,NY
1070543,"WILLOW GROVE BANCORP INC",6035,PA
1070636,"IMC HOME EQUITY LOAN TRUST 1998 5",6189,FL
1070648,"EL CONQUISTADOR PARTNERSHIP LP SE",6500,PR
1070680,"CENTRAL FEDERAL CORP",6035,OH
1070730,"UB&T FINANCIAL SERVICES CORP",6022,GA
1070750,"HOST HOTELS & RESORTS, INC.",6798,MD
1070764,"INLAND RETAIL REAL ESTATE TRUST INC",6798,IL
1070771,"CHARTER EQUIPMENT LEASE 1999-1 LLC",6189,NY
1070789,"ASIA PROPERTIES INC",6552,CA
1070808,"CIVIC EQUITIES CORP",6770,A1
1070860,"BEAR STEARNS AS BCKD SEC INC HM EQ LN BCKD TERM NT SR 1998-2",6189,NY
1070867,"STUDENT LOAN FUNDING LLC",6189,OH
1070870,"CENTEX HOME EQUITY LOAN TRUST 1998-3",6189,MD
1070935,"MONEY STORE ASSET BACKED CERTIFICATES SERIES 1998-B",6189,NJ
1070940,"GWL&A FINANCIAL INC",6311,CO
1070985,"CoreCivic, Inc.",6798,TN
1071000,"GOLDEN STATE HOLDINGS INC",6035,CA
1071004,"TRIAD FINANCIAL SM LLC",6199,TX
1071010,"COMBANC INC",6022,OH
1071018,"ASSET BACKED FLOATING RATE CERTIFICATES SERIES 1998-OPT2",6189,NY
1071033,"SALOMON BROS MORT SEC VII INC AST BK FL RTE CER SE 1998 -NC4",6189,NY
1071034,"SALOMON BROS MORT SEC VII INC AST BK FL RTE CER SE 1998-NC6",6189,NY
1071066,"FIRSTAR BANK MILWAUKEE NATIONAL ASSOCIATION",6021,WI
1071109,"CWMBS INC MORT PASS THRO CERT SERIES 1998-17",6189,CA
1071111,"STEWART FINANCE CO HOLDINGS INC",6141,GA
1071114,"FIRST PERRY BANCORP INC /PA/",6022,PA
1071167,"PREMIER AUTO TRUST 1998 4",6189,MI
1071168,"CHRYSLER FINANCIAL CO LLC",6189,MI
1071182,"EQCC HOME EQUITY LOAN TRUST 1998-3",6189,FL
1071183,"CITY HOLDING CAPITAL TRUST II",6021,WV
1071200,"CWMBS INC RESIDENTIAL ASSET SEC TRUST 1998-A12",6189,CA
1071201,"BA MORTGAGE SECURITIES INC PASS THR CERT SER 1998-5",6189,CA
1071202,"HOME EQUITY LOAN ASSET BACKED TRUST SERIES SPMD 1998 A",6189,CA
1071203,"CHL MORTGAGE PASS THROUGH TRUST 1998 18",6189,CA
1071212,"FLORIDA BUSINESS BANCGROUP INC",6022,FL
1071241,"THORNBURG MORTGAGE FUNDING CORP",6189,NM
1071246,"MS STRUCTURED ASSET CORP",6189,NY
1071264,"JACKSONVILLE BANCORP INC /FL/",6022,FL
1071303,"BEAR STEARNS ASSET BACK SEC INC GMACM REV HO EQ LO TR 1998-2",6189,NY
1071305,"AEI ENVIRONMENTAL INC",6770,IL
1071340,"COMMERCIAL MORTGAGE PASS THR CERT SER 1998-C2",6189,MO
1071341,"Pinnacle Summer Investments, Inc.",6282,VA
1071345,"TOYOTA AUTO LEASE TRUST 1998 C",6189,CA
1071346,"SOUTH JERSEY FINANCIAL CORP INC",6036,NJ
1071347,"FINANCIAL ASSET SEC CORP MORT LN AST BK CERT SER 1998-OFS3",6189,CT
1071371,"BANCOLOMBIA SA",6029,F8
1071407,"SPECTRUM VENTURES LTD",6770,A1
1071442,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-20 TRUST",6189,MD
1071443,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-21 TRUST",6189,MD
1071444,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-22 TRUST",6189,MD
1071445,"ONYX ACCEPTANCE OWNER TRUST 1998-B",6189,CA
1071451,"SALOMON BR MOR SEC VII INC SERIES 1998-11",6189,MD
1071453,"MERRILL LYNCH MORTGAGE INV INC MORT LN PS THR CER SER 1998-1",6189,NY
1071459,"MERRILL LYNCH MOR INV GOLDEN NATL MOR LN AS BK CER 1998-GN2",6189,NY
1071460,"MERRILL LYNCH MOR INV GOLDEN NATL MOR LN AS BK CER 1998-GN1",6189,NY
1071465,"MELLON AUTO RECEIVABLES CORP",6189,PA
1071620,"SOUNDVIEW TECHNOLOGY GROUP INC",6211,CT
1071739,"CENTENE CORP",6324,MO
1071915,"IMC HOME EQUITY LOAN OWNER TRUST 1998-6",6189,NY
1071978,"GS MORTGAGES SEC CORP II COM MORT PAS THR CERT SER 1998-C1",6189,NY
1071992,"CAPITAL BANK CORP",6022,NC
1072034,"INCAM AG",6211,I8
1072039,"FIRST SECURITY AUTO OWNER TRUST 1998-1",6189,UT
1072239,"NATIONWIDE FINANCIAL SERVICES CAPITAL TRUST II",6311,OH
1072245,"VAN DER MOOLEN HOLDING NV",6211,P7
1072295,"DELTA FUNDING HOME EQ LN TR 1998-3 HELAB CERTS SER 1998-3",6189,CA
1072296,"IMPAC SECURED ASSETS CORP MPT CERTS SERIES 1998-3",6189,CA
1072297,"PROVIDENT BANK HOME EQ LN TR 1998-3 HELAB CERTS SER 1998-3",6189,CA
1072299,"PACIFICAMERICA HOME EQ LN AB NOTES SERIES 1998-2F CLASS A-F",6189,CA
1072300,"PACIFICAMERICA HOME EQ LN AB NOTES SERIES 1998-2V CLASS A-V",6189,CA
1072301,"PACIFICAMERICA HOME EQUITY LN AB NOTES SERIES 1998-1",6189,CA
1072348,"INTERCONTINENTAL CAPITAL & INVESTMENT FUND INC",6159,TX
1072569,"ALPHA FIBRE INC",6770,CA
1072589,"SAXON ASSET SECURITIES TRUST 1998 3",6189,VA
1072625,"KINGSWAY AMERICA INC",6331,IL
1072627,"KINGSWAY FINANCIAL SERVICES INC",6331,A6
1072679,"STEWART DONALD S",6022,NY
1072681,"MONEY STORE HOME IMPROVEMENT LOAN BACKED CERT SERIES 1998-I",6189,NJ
1072682,"MONEY STORE TRUST 1998 C",6189,NJ
1072685,"SKIBO FINANCIAL CORP",6035,PA
1072688,"WESTERN SIERRA BANCORP",6022,CA
1072690,"BANC ONE HELOC TRUST 1998-1",6189,IL
1072695,"SUNCOAST BANCORP INC",6021,FL
1072739,"KORELL MARK L",6163,CA
1072754,"CAPCO AMERICA SEC CORP COMM MORT PASS THROU CERT SER 1998-D7",6189,NY
1072756,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 1998-19",6189,CA
1072758,"LEHMAN ABS CORP BANK BOSTON HOME EQUITY LOAN TRUST 1998-1",6189,NY
1072760,"BEAR STEARNS ASSET BK SEC INC CHAMPION HOME EQ LN TR 1998-1",6189,NY
1072762,"CWMBS INC RESIDENTIAL ASSET SECURITIZATION TRUST 1998-A14",6189,CA
1072764,"HEADLANDS MORTGAGE PASS THROUGH CERTIFICATES SERIES 1998-2",6189,CA
1072773,"MORGAN STANLEY ABS CAPITAL I INC LIFE BA AS BA CE SE 1998-01",6189,MD
1072779,"CWMBS INC RESIDENTIAL ASSET SECURITIZATION TRUST 1998-A13",6189,CA
1072799,"HUBCO CAPITAL TRUST II",6022,NJ
1072801,"PNC MORTGAGE SECURITIES CORP MORT PASS THR CERT SER 1998-1",6189,CA
1072803,"MERRILL LYNCH MOR INV FRST FRAN MOR LN AS BK CER SR 1998-FF2",6189,NY
1072805,"WELLS REAL ESTATE FUND XII LP",6532,GA
1072806,"EOS Preferred Corp",6500,NY
1072815,"MEEMIC HOLDINGS INC",6331,MI
1072820,"STRUCTURED ASSET SECURITIES CORP SERIES 1998-ALS1",6189,NY
1072822,"MILLENNIUM HOLDING CORP",6794,CA
1072823,"IRWIN REVOLVING HOME EQUITY LOAN TRUST 1998-1",6189,MD
1072847,"TOWER FINANCIAL CORP",6022,IN
1072883,"MERRY LAND LLC",6798,IL
1072886,"WORONOCO BANCORP INC",6036,MA
1072888,"INTREPID CAPITAL CORP",6282,FL
1072971,"Black Castle Developments Holdings, Inc.",6500,CA
1072972,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998 23 TRUST",6189,MD
1072973,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998 24 TRUST",6189,MD
1072974,"NORWEST INTEG STRUC ASS INC MORT PASS THR CERT SER 1998 2 TR",6189,MD
1072990,"FOX SHELDON M",6022,NC
1073009,"ANDERSON DOUGLAS E",6798,NC
1073012,"CHRYSSON PAUL G",6798,NC
1073016,"BRUNO PAMELA B",6798,NC
1073049,"BEAR STEARNS CAPITAL TRUST II",6211,NY
1073050,"BEAR STEARNS CAPITAL TRUST III",6211,NY
1073051,"BEAR STEARNS CAPITAL TRUST IV",6211,NY
1073052,"BEAR STEARNS CAPITAL TRUST V",6211,NY
1073085,"PACIFIC GATEWAY PROPERTIES INC /MD/",6512,CA
1073120,"OCWEN MORTGAGE LOAN ASSET BACKED CERT SERIES 1998-OFS3",6189,MD
1073149,"CORNERSTONE REALTY FUND LLC",6512,CA
1073179,"DINELLI PHILIP M",6172,IL
1073181,"EMPIRE FUNDING HOME LOAN OWNER TRUST 1998 3",6189,NY
1073182,"HEARTLAND BANCSHARES INC/FL",6021,FL
1073183,"TRAGASZ RONALD",6021,IL
1073184,"FREUND CHARLES G",6021,IL
1073186,"WORLD OMNI 1999-A AUTOMOBILE LEASE SECURITIZATION TRUST",6189,FL
1073208,"FBR ASSET INVESTMENT CORP/VA",6798,VA
1073233,"WHITING ROBERT C",6331,IN
1073272,"OMI TRUST 1998-D",6189,PA
1073348,"UACSC 1998-D AUTO TRUST",6189,FL
1073350,"PWG CAPITAL TRUST V",6211,NY
1073357,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-25 TRUST",6189,MD
1073359,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-26 TRUST",6189,MD
1073360,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-27 TRUST",6189,MD
1073361,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-28 TRUST",6189,MD
1073363,"AEI INCOME & GROWTH FUND 23 LLC",6500,MN
1073408,"NATIONSBANC MONTGOMERY FUNDING CORP MR PS TH CT SR 1998-03",6189,MD
1073424,"CHL MORTGAGE PASS THROUGH TRUST 1998 20",6189,CA
1073427,"CRDT SUISS FRST BOST MOR SC CRP CM MT PS TH CERT SER 1998-C2",6189,NY
1073430,"DILLARD ASSET FUNDING CO",6189,DE
1073461,"WHERFED GLEN",6021,IL
1073475,"CITIZENS FIRST CORP",6021,KY
1073500,"COMMERCIAL MORT PASS THRU CERT SERIES 1998-C4",6189,NY
1073610,"RESIDENTIAL MORTGAGE LOAN TRUST 1998 1 CERTIFICATES",6189,CA
1073703,"MERRILL LYNCH DEPOSITOR INC PUBLIC STEERS SERIES 1998-1 TRUS",6189,NY
1073890,"IRT PARTNERS L P",6798,GA
1073894,"JOHN HANCOCK LIFE INSURANCE CO USA",6311,MA
1073932,"FIRST COASTAL BANCSHARES",6021,CA
1073957,"UNIONBANCAL FINANCE TRUST I",6021,CA
1073973,"PROPERTY CAPITAL TRUST INC",6798,MA
1073980,"COMMERCIAL MORT PASS-THROUGH CERT SER 1998-CF2",6189,NY
1073990,"CWABS INC COUNTRYWIDE HOME EQUITY LOAN TRUST 1998 D",6189,CA
1074011,"VALLEY NATIONAL CORP /DE/",6035,CA
1074023,"FIRSTAR CORP /NEW/",6770,WI
1074033,"STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SERIES 1998-10",6189,NY
1074077,"GOLDFEDER AVROM H",6021,IL
1074078,"1ST STATE BANCORP INC",6022,NC
1074156,"CWABS INC ASSET BACKED CERTIFICATES SERIES 1998-3",6189,CA
1074158,"KAHAN SAMUEL D",6021,IL
1074226,"INVESTORS GROUP INC",6211,A2
1074269,"ADVANTA MORTGAGE LOAN TRUST 1998-4A",6189,CA
1074270,"ADVANTA MORTGAGE LOAN TRUST 1998-4B",6189,CA
1074271,"ADVANTA MORTGAGE LOAN TRUST 1998-4C",6189,CA
1074276,"GREEN TREE LEASE FINANCE 1998-1 LLC",6189,MN
1074341,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 1998-21",6189,CA
1074353,"CWMBS INC RESIDENTIAL ASSET SECURITIZATION TRUST 1998-A15",6189,CA
1074369,"COMMUNITY CAPITAL BANCSHARES INC",6021,GA
1074409,"STRUCTURED ASSET MORT INV INC MORT PASS THR CERT SER 1998-11",6189,NY
1074433,"CAPITOL FEDERAL FINANCIAL",6035,KS
1074458,"Manasota Group, Inc.",6021,FL
1074461,"CITY CAPITAL HOME LOAN TRUST 1998-4",6189,MD
1074485,"NATIONSLINK FUNDING CORP COMM MORT PASS THR CERT SER 1998-2",6189,MD
1074515,"SHAY MICHAEL D",6022,NY
1074519,"HOWELL BONNIE H",6022,NY
1074521,"GRISWOLD WILLIAM W",6022,NY
1074524,"HOOKS EDWARD C",6022,NY
1074527,"SMITH THOMAS J//",6022,NY
1074543,"FIRST BANCORP OF INDIANA INC",6035,IN
1074544,"MERRILL LYNCH PREFERRED CAPITAL TRUST VI",6162,NY
1074545,"MERRILL LYNCH PREFERRED FUNDING VI L P",6162,NY
1074560,"FIRST CAPITAL BANK HOLDING CORP",6021,FL
1074681,"RAMPART CAPITAL CORP",6199,TX
1074763,"MERRILL LYNCH MOR INV GOLDEN NATL MOR LN AS CER 1998-GN3",6189,NY
1074766,"RECEIPTS ON CORPORATE SECURITIES TRUST SER CHR 1998-1",6189,NY
1074774,"FARMERS STATE BANCSHARES INC/WI",6022,WI
1074781,"CREWS DAVID R",6021,PA
1074783,"LOCKHART LINDA C",6021,PA
1074785,"WEIERBACH HARRY T",6021,PA
1074902,"LCNB CORP",6021,OH
1074971,"VANDERBILT MORT & FIN INC MFR HSG SR SUB PA TH CE SR 1998D",6189,TN
1074972,"CCBT FINANCIAL COMPANIES INC",6021,MA
1075046,"TROY FINANCIAL CORP",6021,NY
1075051,"WILSON JAMES J",6552,VA
1075055,"KENWICK INDUSTRIES INC",6770,FL
1075058,"MLM INDEX FUND",6221,PA
1075064,"BANKBOSTON HOME EQ LOAN TR 1998-2 HOME EQ LN AS BK CERT SER",6189,NY
1075072,"GE CAPITAL MORTGAGE FUNDING CORP",6189,NJ
1075083,"FLORIDAFIRST BANCORP",6035,FL
1075118,"PFSB BANCORP INC",6035,MO
1075137,"EQCC HOME EQUITY LOAN TRUST 1998-4",6189,FL
1075146,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-29 TRUST",6189,MD
1075151,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-30 TRUST",6189,MD
1075152,"PERRY JOSEPH H",6022,NY
1075153,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-32 TRUST",6189,MD
1075154,"UPDIKE LAWRENCE A",6022,NY
1075155,"DOLGE RICHARD M",6022,NY
1075156,"CENTEX HOME EQUITY LOAN TRUST 1998-4",6189,MD
1075166,"CITIGROUP CAPITAL VIII",6311,NY
1075167,"CITIGROUP CAPITAL X",6331,NY
1075168,"CITIGROUP CAPITAL XI",6021,NY
1075169,"CITIGROUP CAPITAL XII",6021,NY
1075170,"CITIGROUP CAPITAL XIII",6021,NY
1075172,"MORTGAGE PASS THROUGH CERT SERIES 1998-C3",6189,NY
1075255,"GREENWICH CAPITAL ACCEPT RESECURITIZAT MORT TRUST SER 1998-C",6189,CT
1075272,"NORWEST INTEGRATED STRUCTURED ASS INC MORT ASS BACK PASS THR",6189,MD
1075343,"NCRIC GROUP INC",6331,DC
1075348,"FIRST FEDERAL BANKSHARES INC",6035,IA
1075387,"C BASS TRUST 1998 3 ASSET BACKED CERT SERIES 1998 3",6189,MD
1075415,"SENIOR HOUSING PROPERTIES TRUST",6798,MA
1075445,"GENERAL CONSUMER PRODUCTS INC /FL/",6770,FL
1075602,"FIRST NBC CREDIT CARD MASTER TRUST",6021,DE
1075653,"SALOM BRS MRT SEC VII CALL FLT RT MT PS TH CER SER 1998 NC5",6189,NY
1075663,"SALOMON BROS MRT SEC VII INC MRT PSS THR CERT SER 1998 NC7",6189,NY
1075689,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 1998-23",6189,CA
1075702,"IMC HOME EQUITY LOAN OWNER TRUST 1998-7",6189,NY
1075705,"FIRST CAPITAL BANCSHARES INC /SC/",6021,SC
1075706,"CITIZENS HOLDING CO /MS/",6022,MS
1075782,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 1998-22",6189,CA
1075799,"CNA FINANCIAL CAPITAL I",6331,IL
1075806,"CNA FINANCIAL CAPITAL II",6331,IL
1075807,"CNA FINANCIAL CAPITAL III",6331,IL
1075863,"STRUCTURED ASSET SECURITIES CORP SER 1998-ALS2",6189,NY
1075909,"ASSET BACKED SEC CORP HOME EQUITY LOAN TR 1998-LB1",6189,NY
1075914,"COPELCO CAPITAL FUNDING LLC 99-1",6189,NJ
1075945,"NEW COMMERCE BANCORP",6021,SC
1075946,"ONYX ACCEPTANCE OWNER TRUST 1998-C",6189,CA
1075954,"OSWEGO COUNTY BANCORP INC",6036,NY
